grouping,alpha_pct,beta_pct,phase2_block,eligible_opportunities,filled,fill_rate_30000ms,at_quote_fills,trade_through_fills,at_quote_rate_given_fill,trade_through_rate_given_fill,fill_evaluable_500ms,fill_rate_500ms,fill_evaluable_1000ms,fill_rate_1000ms,fill_evaluable_5000ms,fill_rate_5000ms,median_time_to_fill_ms,markout_100ms_observed,markout_100ms_censored,markout_100ms_mean_ticks,markout_100ms_median_ticks,markout_100ms_p10_ticks,markout_100ms_p25_ticks,markout_100ms_p50_ticks,markout_100ms_p75_ticks,markout_100ms_p90_ticks,markout_100ms_frac_favourable,markout_100ms_frac_non_negative,required_benefit_100ms_ticks,required_benefit_100ms_usd_per_btc,required_benefit_100ms_bps,markout_500ms_observed,markout_500ms_censored,markout_500ms_mean_ticks,markout_500ms_median_ticks,markout_500ms_p10_ticks,markout_500ms_p25_ticks,markout_500ms_p50_ticks,markout_500ms_p75_ticks,markout_500ms_p90_ticks,markout_500ms_frac_favourable,markout_500ms_frac_non_negative,required_benefit_500ms_ticks,required_benefit_500ms_usd_per_btc,required_benefit_500ms_bps,markout_1000ms_observed,markout_1000ms_censored,markout_1000ms_mean_ticks,markout_1000ms_median_ticks,markout_1000ms_p10_ticks,markout_1000ms_p25_ticks,markout_1000ms_p50_ticks,markout_1000ms_p75_ticks,markout_1000ms_p90_ticks,markout_1000ms_frac_favourable,markout_1000ms_frac_non_negative,required_benefit_1000ms_ticks,required_benefit_1000ms_usd_per_btc,required_benefit_1000ms_bps,markout_5000ms_observed,markout_5000ms_censored,markout_5000ms_mean_ticks,markout_5000ms_median_ticks,markout_5000ms_p10_ticks,markout_5000ms_p25_ticks,markout_5000ms_p50_ticks,markout_5000ms_p75_ticks,markout_5000ms_p90_ticks,markout_5000ms_frac_favourable,markout_5000ms_frac_non_negative,required_benefit_5000ms_ticks,required_benefit_5000ms_usd_per_btc,required_benefit_5000ms_bps,median_spread_ticks,mean_spread_ticks,required_benefit_1s_in_half_spreads,required_benefit_1s_in_full_spreads,utc_day,file_index,segment_id
phase2_validation_block,0,100,9,42854,41361,0.9651607785,38950,2411,0.9417083726,0.05829162738,42854,0.6729360153,42854,0.8180566575,42846,0.9277878915,249.089872,41361,0,-6.643456396,0.5,-35.5,0.5,0.5,0.5,0.5,0.7948792341,0.7949034114,6.643456396,0.6643456396,0.09173248801,41361,0,-10.49735258,0.5,-72.5,-11.5,0.5,0.5,20.5,0.7193491453,0.7193491453,10.49735258,1.049735258,0.1449236741,41361,0,-11.65426368,0.5,-95.5,-32.5,0.5,0.5,57.5,0.6627015788,0.6627015788,11.65426368,1.165426368,0.1608977472,41353,8,-12.63694291,0.5,-201.5,-95.5,0.5,69.5,174.5,0.5270234324,0.5270234324,12.63694291,1.263694291,0.1744264466,1,1.037336071,22.46960074,11.23480037,,,
phase2_validation_block,50,50,-1,85548,50023,0.5847360546,45330,4693,0.9061831557,0.09381684425,85548,0.03511478936,85542,0.06272941947,85526,0.2266328368,7268.961081,50023,0,-16.96240729,-6.5,-45.3,-28.5,-6.5,0.5,0.5,0.4211662635,0.4211662635,16.96240729,1.696240729,0.2639972131,50023,0,-25.30973752,-12.5,-70.5,-38.5,-12.5,0.5,0.5,0.3936589169,0.3936589169,25.30973752,2.530973752,0.3938935209,50012,11,-27.86578221,-14.5,-78.5,-40.5,-14.5,0.5,0.5,0.3792889706,0.3792889706,27.86578221,2.786578221,0.433668184,50012,11,-36.66970927,-24.5,-106.5,-58.5,-24.5,0.5,0.5,0.3221826762,0.3221826762,36.66970927,3.666970927,0.5706811105,1,1.0014261,55.65219883,27.82609941,,,
phase2_validation_block,50,50,0,42854,25854,0.6033042423,23261,2593,0.8997060416,0.1002939584,42854,0.05747421478,42854,0.09462360573,42854,0.2703131563,6148.107896,25854,0,-17.27753926,-5.5,-45.5,-28.5,-5.5,0.5,0.5,0.4384621335,0.4384621335,17.27753926,1.727753926,0.2688061003,25854,0,-27.15608803,-12.5,-75.5,-41.5,-12.5,0.5,0.5,0.4049663495,0.4049663495,27.15608803,2.715608803,0.4223727897,25854,0,-30.37108378,-16.5,-86.5,-47.5,-16.5,0.5,0.5,0.3913127562,0.3913127562,30.37108378,3.037108378,0.4723593418,25854,0,-39.53455945,-24.5,-125.5,-67.5,-24.5,0.5,0.5,0.3545292798,0.3545292798,39.53455945,3.953455945,0.6149052263,1,1.002006814,60.62051347,30.31025674,,,
phase2_validation_block,50,50,1,42856,25621,0.5978392757,23085,2536,0.9010186956,0.0989813044,42856,0.04330782154,42856,0.07256860183,42856,0.2399663991,7109.564036,25621,0,-18.1227899,-9.5,-45.5,-29.5,-9.5,0.5,0.5,0.3960813395,0.3960813395,18.1227899,1.81227899,0.2799940483,25621,0,-28.4822021,-17.5,-77.5,-42.5,-17.5,0.5,0.5,0.3705944343,0.3705944343,28.4822021,2.84822021,0.4400361271,25621,0,-31.08713555,-19.5,-87.5,-47.5,-19.5,0.5,0.5,0.3579485578,0.3579485578,31.08713555,3.108713555,0.4802801278,25621,0,-41.34610281,-29.5,-115.5,-68.5,-29.5,0.5,0.5,0.3071308692,0.3071308692,41.34610281,4.134610281,0.6387686347,1,1.00112003,62.10471197,31.05235599,,,
phase2_validation_block,50,50,2,42854,23105,0.5391562048,20697,2408,0.8957801342,0.1042198658,42854,0.029845522,42854,0.05306389135,42854,0.1972744668,7923.702259,23105,0,-19.17463752,-9.5,-49.5,-32.5,-9.5,0.5,0.5,0.4096515906,0.4096515906,19.17463752,1.917463752,0.2971637581,23105,0,-29.97217053,-17.5,-82.5,-44.5,-17.5,0.5,0.5,0.3842458342,0.3842458342,29.97217053,2.997217053,0.4644780762,23105,0,-32.3459208,-19.5,-86.5,-49.5,-19.5,0.5,0.5,0.3635576715,0.3635576715,32.3459208,3.23459208,0.5012746969,23105,0,-39.72895477,-28.5,-112.5,-67.5,-28.5,0.5,0.5,0.3139147371,0.3139147371,39.72895477,3.972895477,0.6157284942,1,1.001213422,64.6134382,32.3067191,,,
phase2_validation_block,50,50,3,42852,23124,0.539624755,20642,2482,0.8926656288,0.1073343712,42850,0.02777129522,42850,0.05036172695,42842,0.1899071005,8139.522557,23124,0,-13.78479069,-4.5,-38.5,-25.5,-4.5,0.5,0.5,0.4449057257,0.4449057257,13.78479069,1.378479069,0.2143760392,23124,0,-23.83277115,-10.5,-67.5,-36.5,-10.5,0.5,0.5,0.3999308078,0.3999308078,23.83277115,2.383277115,0.3706514476,23124,0,-25.52205501,-13.5,-75.5,-38.5,-13.5,0.5,0.5,0.3842760768,0.3842760768,25.52205501,2.552205501,0.3969216566,23124,0,-35.35597215,-22.5,-98.5,-56.5,-22.5,0.5,0.5,0.3205760249,0.3205760249,35.35597215,3.535597215,0.5498663376,1,1.000093345,51.03934577,25.51967289,,,
phase2_validation_block,50,50,4,42856,26008,0.6068695165,22334,3674,0.8587357736,0.1412642264,42856,0.07826208699,42856,0.1258866903,42856,0.3120683218,4687.005011,26008,0,-15.22998693,-5.5,-46.5,-28.5,-5.5,0.5,0.5,0.4350968933,0.4350968933,15.22998693,1.522998693,0.2350412663,26008,0,-31.37165488,-18.5,-88.5,-50.5,-18.5,0.5,0.5,0.3659643187,0.3659643187,31.37165488,3.137165488,0.4841323793,26008,0,-35.18280914,-20.5,-100.5,-56.5,-20.5,0.5,0.5,0.3570824362,0.3570824362,35.18280914,3.518280914,0.5428841451,26008,0,-44.34102968,-26.5,-158.5,-81.5,-26.5,0.5,27.5,0.3404337127,0.3404337127,44.34102968,4.434102968,0.6844004838,1,1.007326862,69.85380905,34.92690452,,,
phase2_validation_block,50,50,5,42854,36356,0.8483688804,29039,7317,0.7987402354,0.2012597646,42854,0.2171325897,42854,0.3174499463,42854,0.6254258646,1780.927697,36356,0,-25.98027836,-16.5,-74.5,-45.5,-16.5,0.5,0.5,0.3493233579,0.3493508637,25.98027836,2.598027836,0.3815277385,36356,0,-45.33712455,-31.5,-132.5,-78.5,-31.5,0.5,0.5,0.3073220376,0.3073220376,45.33712455,4.533712455,0.6658318542,36356,0,-49.79744746,-36.5,-157.5,-90.5,-36.5,0.5,11.5,0.3024535152,0.302481021,49.79744746,4.979744746,0.7315196168,36356,0,-59.82899659,-48.5,-264.5,-142.5,-48.5,10.5,132.5,0.3351303774,0.3351303774,59.82899659,5.982899659,0.8788028953,1,1.20404163,82.71715236,41.35857618,,,
phase2_validation_block,50,50,6,42848,36200,0.8448469007,28733,7467,0.7937292818,0.2062707182,42844,0.194916441,42844,0.2967510036,42828,0.6213224993,1912.908132,36200,0,-30.6601105,-21.5,-79.5,-49.5,-21.5,0.5,0.5,0.2904143646,0.2904143646,30.6601105,3.06601105,0.4417840053,36193,7,-47.77751223,-34.5,-130.5,-77.5,-34.5,0.5,0.5,0.2646644379,0.2646644379,47.77751223,4.777751223,0.6883583848,36180,20,-53.40751797,-39.5,-154.5,-89.5,-39.5,0.5,0.5,0.2632393588,0.2632393588,53.40751797,5.340751797,0.7694534503,36164,36,-62.96395587,-52.5,-261.5,-144.5,-52.5,8.5,123.5,0.3248810972,0.3248810972,62.96395587,6.296395587,0.906982916,1,1.074309186,99.42671749,49.71335875,,,
phase2_validation_block,50,50,7,42850,34175,0.7975495916,30004,4171,0.8779517191,0.1220482809,42848,0.1344053398,42848,0.2078043316,42840,0.5066993464,3016.02697,34175,0,-22.81761522,-11.5,-64.5,-39.5,-11.5,0.5,0.5,0.3950841258,0.3950841258,22.81761522,2.281761522,0.3276706731,34175,0,-37.10874909,-22.5,-105.5,-61.5,-22.5,0.5,0.5,0.3580102414,0.3580102414,37.10874909,3.710874909,0.5332610377,34175,0,-41.54136064,-27.5,-123.5,-69.5,-27.5,0.5,0.5,0.3404242868,0.3404242868,41.54136064,4.154136064,0.5970223925,34162,13,-53.45527194,-40.5,-195.5,-106.5,-40.5,0.5,66.5,0.3217902933,0.3217902933,53.45527194,5.345527194,0.7686915937,1,1.016009335,81.77358065,40.88679032,,,
phase2_validation_block,50,50,8,42852,37867,0.8836693737,31294,6573,0.8264187815,0.1735812185,42850,0.2734189032,42850,0.4056476079,42842,0.7226786798,1184.756133,37867,0,-32.345129,-19.5,-86.5,-50.5,-19.5,0.5,0.5,0.3278844376,0.3279108459,32.345129,3.2345129,0.450379167,37867,0,-47.69045607,-32.5,-141.5,-80.5,-32.5,0.5,0.5,0.3041434494,0.3041434494,47.69045607,4.769045607,0.6640971959,37867,0,-51.17215517,-37.5,-169.5,-94.5,-37.5,0.5,36.5,0.3057279425,0.3057279425,51.17215517,5.117215517,0.7126023103,37867,0,-56.71576835,-47.5,-286.5,-158.5,-47.5,41.5,165.5,0.3679192965,0.3679192965,56.71576835,5.671576835,0.7897152939,1,1.056520116,96.86924917,48.43462459,,,
phase2_validation_block,50,50,9,42854,36750,0.8575628879,31000,5750,0.843537415,0.156462585,42854,0.2114855089,42854,0.3210435432,42846,0.6482985576,1714.316424,36750,0,-30.48080272,-20.5,-79.5,-49.5,-20.5,0.5,0.5,0.3155918367,0.3155918367,30.48080272,3.048080272,0.4209258019,36750,0,-47.56602721,-34.5,-130.5,-79.5,-34.5,0.5,0.5,0.2934693878,0.2934693878,47.56602721,4.756602721,0.6568041083,36750,0,-52.01789116,-39.5,-155.5,-93.5,-39.5,0.5,13.5,0.2912653061,0.2912653061,52.01789116,5.201789116,0.7182751791,36745,5,-57.01515852,-49.5,-253.5,-147.5,-49.5,21.5,134.5,0.3469043407,0.3469043407,57.01515852,5.701515852,0.7872028472,1,1.037336071,100.2912992,50.14564961,,,
phase2_validation_block,100,0,-1,85548,42061,0.4916654977,10308,31753,0.2450726326,0.7549273674,85548,0.02902464114,85542,0.05078207196,85526,0.1789981994,7993.794519,42061,0,-25.91790495,-22.5,-53.5,-36.5,-22.5,-7.5,0.5,0.10917477,0.10917477,25.91790495,2.591790495,0.403383055,42061,0,-37.65290887,-29.5,-83.5,-50.5,-29.5,-11.5,-0.5,0.09647892347,0.09647892347,37.65290887,3.765290887,0.5860030839,42060,1,-40.90665716,-31.5,-93.5,-55.5,-31.5,-12.5,-0.5,0.09655254398,0.09655254398,40.90665716,4.090665716,0.6366378412,42059,2,-50.66416225,-38.5,-122.5,-73.5,-38.5,-15.5,0.5,0.1088233196,0.1088233196,50.66416225,5.066416225,0.7885033614,1,1.0014261,81.6968065,40.84840325,,,
phase2_validation_block,100,0,0,42854,21505,0.5018201335,4398,17107,0.2045105789,0.7954894211,42854,0.04776683623,42854,0.07600224016,42854,0.2152657862,6595.68516,21505,0,-28.25377819,-24.5,-55.5,-38.5,-24.5,-9.5,-0.5,0.09741920484,0.09741920484,28.25377819,2.825377819,0.4395313668,21505,0,-42.22106487,-33.5,-92.5,-58.5,-33.5,-14.5,-0.5,0.09169960474,0.09169960474,42.22106487,4.222106487,0.6566090973,21505,0,-46.25187166,-36.5,-103.5,-63.5,-36.5,-15.5,-0.5,0.09779121135,0.09779121135,46.25187166,4.625187166,0.7192864809,21505,0,-57.44387352,-40.5,-143.5,-85.5,-40.5,-14.5,0.5,0.143083004,0.143083004,57.44387352,5.744387352,0.8933573545,1,1.002006814,92.31847732,46.15923866,,,
phase2_validation_block,100,0,1,42856,21367,0.4985766287,3541,17826,0.1657228436,0.8342771564,42856,0.03663431025,42856,0.06052828075,42856,0.1955852156,7379.041407,21367,0,-27.3894089,-23.5,-53.5,-37.5,-23.5,-9.5,-0.5,0.07193335517,0.07193335517,27.3894089,2.73894089,0.4231725478,21367,0,-40.98888473,-33.5,-90.5,-56.5,-33.5,-14.5,-0.5,0.06903168437,0.06903168437,40.98888473,4.098888473,0.6332697925,21367,0,-44.46197407,-34.5,-97.5,-62.5,-34.5,-16.5,-0.5,0.07221416203,0.07221416203,44.46197407,4.446197407,0.6869330306,21367,0,-56.63836758,-42.5,-131.5,-85.5,-42.5,-20.5,-0.5,0.09636355127,0.09636355127,56.63836758,5.663836758,0.8750458235,1,1.00112003,88.82446209,44.41223105,,,
phase2_validation_block,100,0,2,42854,19030,0.4440658982,4007,15023,0.2105622701,0.7894377299,42854,0.02515517805,42854,0.0436131983,42854,0.1581882671,8205.620187,19030,0,-28.99083027,-25.5,-56.5,-39.5,-25.5,-10.5,0.5,0.1016290068,0.1016290068,28.99083027,2.899083027,0.4493156537,19030,0,-43.37514451,-34.5,-95.5,-58.5,-34.5,-15.5,-0.5,0.08780872307,0.08780872307,43.37514451,4.337514451,0.6722244041,19030,0,-46.19605885,-36.5,-106.5,-65.5,-36.5,-15.5,-0.5,0.08754598003,0.08754598003,46.19605885,4.619605885,0.7159525872,19030,0,-54.1246453,-42.5,-125.5,-80.5,-42.5,-19.5,-0.5,0.09994745139,0.09994745139,54.1246453,5.41246453,0.8388785309,1,1.001213422,92.28014292,46.14007146,,,
phase2_validation_block,100,0,3,42852,19181,0.4476103799,4264,14917,0.222303321,0.777696679,42850,0.02249708285,42850,0.04011668611,42842,0.1469819336,9012.616287,19181,0,-21.13224024,-19.5,-42.5,-31.5,-19.5,-5.5,0.5,0.1535373547,0.1535373547,21.13224024,2.113224024,0.3286405529,19181,0,-35.61063031,-27.5,-81.5,-48.5,-27.5,-10.5,0.5,0.1075022157,0.1075022157,35.61063031,3.561063031,0.5538263177,19181,0,-37.13166675,-28.5,-87.5,-50.5,-28.5,-11.5,0.5,0.1100568271,0.1100568271,37.13166675,3.713166675,0.5774821448,19181,0,-48.54697357,-36.5,-117.5,-72.5,-36.5,-15.5,0.5,0.1042698504,0.1042698504,48.54697357,4.854697357,0.7550285318,1,1.000093345,74.25640208,37.12820104,,,
phase2_validation_block,100,0,4,42856,22407,0.5228439425,4499,17908,0.2007854688,0.7992145312,42856,0.06605842822,42856,0.1043027814,42856,0.2621336569,4966.781828,22407,0,-22.87282992,-20.5,-54,-35.5,-20.5,-4.5,0.5,0.1553532378,0.1553532378,22.87282992,2.287282992,0.352985094,22407,0,-44.50560093,-33.5,-98.5,-62.5,-33.5,-12.5,-0.5,0.0942562592,0.0942562592,44.50560093,4.450560093,0.6867587801,22407,0,-49.14952916,-36.5,-114.5,-69.5,-36.5,-12.5,0.5,0.1085375106,0.1085375106,49.14952916,4.914952916,0.7583578538,22407,0,-59.82898201,-45.5,-180.5,-99.5,-45.5,-9.5,21.5,0.1698130049,0.1698130049,59.82898201,5.982898201,0.923305889,1,1.007326862,97.58407329,48.79203664,,,
phase2_validation_block,100,0,5,42854,34762,0.8111728193,6758,28004,0.1944076866,0.8055923134,42854,0.1862603258,42854,0.2681663322,42854,0.5444532599,2334.383846,34762,0,-35.99090961,-31.5,-82.5,-54.5,-31.5,-10.5,0.5,0.1172257062,0.1172544733,35.99090961,3.599090961,0.5285250698,34762,0,-59.7056556,-47.5,-146.5,-93.5,-47.5,-17.5,0.5,0.1207928197,0.1207928197,59.7056556,5.97056556,0.8768708876,34762,0,-64.38609689,-52.5,-173.5,-103.5,-52.5,-16.5,0.5,0.1489269892,0.1489557563,64.38609689,6.438609689,0.9458060796,34762,0,-75.47212473,-64.5,-279.5,-157.5,-64.5,0.5,118.5,0.263275991,0.263275991,75.47212473,7.547212473,1.10869057,1,1.20404163,106.9499514,53.4749757,,,
phase2_validation_block,100,0,6,42848,34914,0.8148338312,6121,28793,0.175316492,0.824683508,42844,0.171342545,42844,0.2579124265,42828,0.5547305501,2379.948006,34914,0,-40.25853526,-34,-87.5,-57.5,-34,-13.5,-0.5,0.08117087701,0.08117087701,40.25853526,4.025853526,0.5800846114,34912,2,-60.52503437,-46.5,-143.5,-89.5,-46.5,-18.5,-0.5,0.09796058662,0.09796058662,60.52503437,6.052503437,0.8720160685,34900,14,-66.10326648,-51.5,-170.5,-101.5,-51.5,-18.5,0.5,0.1272206304,0.1272206304,66.10326648,6.610326648,0.9523684601,34884,30,-76.80622922,-66.5,-277.5,-158.5,-66.5,0.5,109.5,0.2715571609,0.2715571609,76.80622922,7.680622922,1.106449582,1,1.074309186,123.0619031,61.53095155,,,
